"Name","Event Type","Description","Contact URL","Booking URL","Contact Phone Number","Booking Phone Number","Venue Name","Address","County","Latitude","Longitude","Is Free To Visit","Price","Start Date","End Date","Start Time","End Time","Recurring Dates"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","07/12/2024","07/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","17/12/2024","17/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","16/12/2024","16/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","15/12/2024","15/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","18/12/2024","18/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","21/12/2024","21/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","20/12/2024","20/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","19/12/2024","19/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","10/12/2024","10/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","09/12/2024","09/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","08/12/2024","08/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","11/12/2024","11/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","14/12/2024","14/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","13/12/2024","13/12/2024","10:00","16:00","Yes"
"Christmas Spectacular - Smithfield Square","Event","Make Christmas Spectacular at Smithfield Square! Ignite your holiday spirit at Dublin’s Smithfield Square, where Christmas Spectacular brings the first ever Ice Museum to Ireland. Guests can experience the pure magic of the season as they journey through the expertly crafted ice sculptures, created just for the occasion. Or for those who want to glide through the air with the greatest of ease, why not take a spin across the extra-large ice rink?
Stroll through a charming European-style market, filled with delicious artisan food & drinks, unique crafts & stocking fillers or wrap up warm & enjoy the beauty of Dublin city at the top of the Big Wheel. Be sure to stop by the cosy Nutcracker Snug to warm up after the wonderment of the Ice Museum too!","https://christmasspectacular.ie/","https://christmasspectacular.ie/","00353871234567","","Smithfield Square","Smithfield, Dublin","Dublin","53.34772299999999","-6.2800082","Yes","","12/12/2024","12/12/2024","10:00","16:00","Yes"
"Victorian Christmas Experience at Strokestown Park","Event","Against the grand backdrop of this Palladian mansion, Strokestown Park has curated a magical world filled with rich tradition, interactive moments, and unforgettable family memories.

Experience the charm of this festive wonderland, from the bustling Elf Quarter where friendly elves delight children with holiday surprises, to the cosy fireside chats with Santa himself. Mrs. Claus will also be there to spin her magical tales, creating a truly immersive experience that’s perfect for visitors of all ages.

Readers are advised to check with the venue before relying on the details published here.","https://strokestownpark.rezgo.com/details/133713/christmas-at-strokestown-the-victorian-christmas-experience?show_standard=on","https://strokestownpark.rezgo.com/details/133713/christmas-at-strokestown-the-victorian-christmas-experience?show_standard=on","00353719633013","00353719633013","Strokestown Park House & Gardens","Strokestown Park House & Gardens, Strokestown Park House, Cloonradoon, Strokestown, Roscommon","Roscommon","53.7772067","-8.0978481","No","35","14/12/2024","14/12/2024","19:00","21:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","20/12/2024","20/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","19/12/2024","19/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","18/12/2024","18/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","21/12/2024","21/12/2024","20:15","22:30","Yes"
"The Muppet Christmas Carol","Event","Brian Henson directs his late father’s creations in the Charles Dickens classic, the best known Christmas story of all time. Michael Caine plays the old miser Scrooge with Kermit as his long-suffering but ever-hopeful employee Bob Cratchit, Miss Piggy as Cratchit’s wife, and a host of Muppets taking other primary roles in this bright, playful adaptation of the sombre tale. Or at least it starts brightly enough–the anarchic humour soon settles into mirthful memories and a sense of melancholy as the ghosts of Christmas past, present, and future take Scrooge on a journey of his lonely, wasted life.

This is an extended edition of THE MUPPET CHRISTMAS CAROL, with the musical number “When Love Is Gone” added back into the film!","https://triskelartscentre.ie/events/the-muppet-christmas-carol-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873543470","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","7.50","16/12/2024","16/12/2024","20:15","22:30","Yes"
"The Muppet Christmas Carol","Event","Brian Henson directs his late father’s creations in the Charles Dickens classic, the best known Christmas story of all time. Michael Caine plays the old miser Scrooge with Kermit as his long-suffering but ever-hopeful employee Bob Cratchit, Miss Piggy as Cratchit’s wife, and a host of Muppets taking other primary roles in this bright, playful adaptation of the sombre tale. Or at least it starts brightly enough–the anarchic humour soon settles into mirthful memories and a sense of melancholy as the ghosts of Christmas past, present, and future take Scrooge on a journey of his lonely, wasted life.

This is an extended edition of THE MUPPET CHRISTMAS CAROL, with the musical number “When Love Is Gone” added back into the film!","https://triskelartscentre.ie/events/the-muppet-christmas-carol-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873543470","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","7.50","15/12/2024","15/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","22/12/2024","22/12/2024","20:15","22:30","Yes"
"Die Hard","Event","Facing Christmas 3000 miles from his estranged wife and two children, New York cop John McClane (Bruce Willis) flies to Los Angeles bearing presents and hoping to patch up his marriage. Stylish and cool Hans Gruber (Alan Rickman) is in Los Angeles as well for the holiday season, but he’s not there to give out presents. He’s there to take more than $600 million in negotiable bearer bonds from the multinational Nakatomi Corporation, where McClane’s wife Holly (Bonnie Bedelia) is an executive. When the takeover becomes hostile, it’s up to John McClane to take on the terrorists with all the grit and determination he can muster–but not without a sense of humour.

DIE HARD IS RATED ’16’. NO ONE UNDER 16 CAN ATTEND, EVEN IF ACCOMPANIED BY AN ADULT","https://triskelartscentre.ie/events/die-hard-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873564588","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","21/12/2024","21/12/2024","20:15","22:30","Yes"
"Die Hard","Event","Facing Christmas 3000 miles from his estranged wife and two children, New York cop John McClane (Bruce Willis) flies to Los Angeles bearing presents and hoping to patch up his marriage. Stylish and cool Hans Gruber (Alan Rickman) is in Los Angeles as well for the holiday season, but he’s not there to give out presents. He’s there to take more than $600 million in negotiable bearer bonds from the multinational Nakatomi Corporation, where McClane’s wife Holly (Bonnie Bedelia) is an executive. When the takeover becomes hostile, it’s up to John McClane to take on the terrorists with all the grit and determination he can muster–but not without a sense of humour.

DIE HARD IS RATED ’16’. NO ONE UNDER 16 CAN ATTEND, EVEN IF ACCOMPANIED BY AN ADULT","https://triskelartscentre.ie/events/die-hard-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873564588","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","20/12/2024","20/12/2024","20:15","22:30","Yes"
"Die Hard","Event","Facing Christmas 3000 miles from his estranged wife and two children, New York cop John McClane (Bruce Willis) flies to Los Angeles bearing presents and hoping to patch up his marriage. Stylish and cool Hans Gruber (Alan Rickman) is in Los Angeles as well for the holiday season, but he’s not there to give out presents. He’s there to take more than $600 million in negotiable bearer bonds from the multinational Nakatomi Corporation, where McClane’s wife Holly (Bonnie Bedelia) is an executive. When the takeover becomes hostile, it’s up to John McClane to take on the terrorists with all the grit and determination he can muster–but not without a sense of humour.

DIE HARD IS RATED ’16’. NO ONE UNDER 16 CAN ATTEND, EVEN IF ACCOMPANIED BY AN ADULT","https://triskelartscentre.ie/events/die-hard-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873564588","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","19/12/2024","19/12/2024","20:15","22:30","Yes"
"Die Hard","Event","Facing Christmas 3000 miles from his estranged wife and two children, New York cop John McClane (Bruce Willis) flies to Los Angeles bearing presents and hoping to patch up his marriage. Stylish and cool Hans Gruber (Alan Rickman) is in Los Angeles as well for the holiday season, but he’s not there to give out presents. He’s there to take more than $600 million in negotiable bearer bonds from the multinational Nakatomi Corporation, where McClane’s wife Holly (Bonnie Bedelia) is an executive. When the takeover becomes hostile, it’s up to John McClane to take on the terrorists with all the grit and determination he can muster–but not without a sense of humour.

DIE HARD IS RATED ’16’. NO ONE UNDER 16 CAN ATTEND, EVEN IF ACCOMPANIED BY AN ADULT","https://triskelartscentre.ie/events/die-hard-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873564588","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","22/12/2024","22/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","17/12/2024","17/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","16/12/2024","16/12/2024","20:15","22:30","Yes"
"Home Alone","Event","When the McCalister family go on holiday, they leave only one thing behind and that’s Kevin, their eight-year-old son. And as two bumbling burglars attempt to break into the house Kevin is left all alone to defend his home and outwit the burglars by waging war in the only way he knows how…

Breaking box office records when it was originally released and quickly established as a Christmas classic, HOME ALONE continues to warm the hearts of audiences.

Readers are advised to check with the venue before relying on the details published here.","https://triskelartscentre.ie/events/home-alone-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873631005/events/128574054","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","10.50","15/12/2024","15/12/2024","20:15","22:30","Yes"
"The Muppet Christmas Carol","Event","Brian Henson directs his late father’s creations in the Charles Dickens classic, the best known Christmas story of all time. Michael Caine plays the old miser Scrooge with Kermit as his long-suffering but ever-hopeful employee Bob Cratchit, Miss Piggy as Cratchit’s wife, and a host of Muppets taking other primary roles in this bright, playful adaptation of the sombre tale. Or at least it starts brightly enough–the anarchic humour soon settles into mirthful memories and a sense of melancholy as the ghosts of Christmas past, present, and future take Scrooge on a journey of his lonely, wasted life.

This is an extended edition of THE MUPPET CHRISTMAS CAROL, with the musical number “When Love Is Gone” added back into the film!","https://triskelartscentre.ie/events/the-muppet-christmas-carol-2/","https://triskelarts.ticketsolve.com/ticketbooth/shows/873543470","00353214272022","00353214272022","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.4763464","No","7.50","17/12/2024","17/12/2024","20:15","22:30","Yes"
"Gavin James","Event","Gavin has come a long way from his early days busking on Grafton Street with his international touring has resulted in over 250,000 ticket sales and a career that’s earned him over 2 billion streams, 1 Diamond and 45 Platinum & Gold records across the globe and two No.1 albums in Ireland. He is currently recording he 4th studio album due for release in Feb 2025.

12, 13, 18, 19 & 23 (Early & Late) December 2024.

Readers are advised to check with the venue before relying on the details published here.","https://www.whelanslive.com/event/gavin-james-12-12-24/","https://www.whelanslive.com/ticket/gavin-james/","0035314780766","","Whelan's","Whelan's, 25 Wexford St, Portobello, Dublin, Dublin","Dublin","53.33658","-6.265715000000002","No","40","13/12/2024","13/12/2024","20:15","22:30","Yes"
"Gavin James","Event","Gavin has come a long way from his early days busking on Grafton Street with his international touring has resulted in over 250,000 ticket sales and a career that’s earned him over 2 billion streams, 1 Diamond and 45 Platinum & Gold records across the globe and two No.1 albums in Ireland. He is currently recording he 4th studio album due for release in Feb 2025.

12, 13, 18, 19 & 23 (Early & Late) December 2024.

Readers are advised to check with the venue before relying on the details published here.","https://www.whelanslive.com/event/gavin-james-12-12-24/","https://www.whelanslive.com/ticket/gavin-james/","0035314780766","","Whelan's","Whelan's, 25 Wexford St, Portobello, Dublin, Dublin","Dublin","53.33658","-6.265715000000002","No","40","12/12/2024","12/12/2024","20:15","22:30","Yes"
"Luna Motif, Hook & Natalie Moran","Event","The bands will be dressing up for an amazing night of music. We want you to too!

Get ready to rock your own kind of elf! Whether you’re a Punk Elf, Christmas Elf, or a mystical LOTR Elf, let your creativity shine. And for those who’d rather chill without a costume—come as you are!

All are welcome to their December show.

Readers are advised to check with the venue before relying on the details published here.","https://www.whelanslive.com/event/luna-motif-hook-natalie-moran/","https://www.whelanslive.com/ticket/luna-motif-hook-natalie-moran/","0035314780766","","Whelan's","Whelan's, 25 Wexford St, Portobello, Dublin, Dublin","Dublin","53.33658","-6.265715000000002","No","8","10/12/2024","10/12/2024",,,"No"
"Gavin James","Event","Gavin has come a long way from his early days busking on Grafton Street with his international touring has resulted in over 250,000 ticket sales and a career that’s earned him over 2 billion streams, 1 Diamond and 45 Platinum & Gold records across the globe and two No.1 albums in Ireland. He is currently recording he 4th studio album due for release in Feb 2025.

12, 13, 18, 19 & 23 (Early & Late) December 2024.

Readers are advised to check with the venue before relying on the details published here.","https://www.whelanslive.com/event/gavin-james-12-12-24/","https://www.whelanslive.com/ticket/gavin-james/","0035314780766","","Whelan's","Whelan's, 25 Wexford St, Portobello, Dublin, Dublin","Dublin","53.33658","-6.265715000000002","No","40","18/12/2024","18/12/2024","20:15","22:30","Yes"
"The Frank & Walters","Event","2018 had began with the band beginning work on the next album when, twenty five years after they gate crashed the UK Top 20 with their seminal hit ‘After All’, the track found a whole new audience following a classic television moment on the RTE/BBC production The Young Offenders.

Readers are advised to check with the venue before relying on the details published here.","https://www.whelanslive.com/event/the-frank-walters/","https://www.whelanslive.com/ticket/the-frank-walters/","0035314780766","","Whelan's","Whelan's, 25 Wexford St, Portobello, Dublin, Dublin","Dublin","53.33658","-6.265715000000002","No","29.50","14/12/2024","14/12/2024",,,"No"
